date,season,year,month,day,workingday,weather,casual,registered,total
2012-11-03,Winter,2012,Nov,Sat,Weekend/Holiday,Cloudy,1029,4109,5138
2012-11-04,Winter,2012,Nov,Sun,Weekend/Holiday,Clear,1201,3906,5107
2012-11-05,Winter,2012,Nov,Mon,Working Day,Clear,378,4881,5259
2012-11-06,Winter,2012,Nov,Tue,Working Day,Clear,466,5220,5686
2012-11-07,Winter,2012,Nov,Wed,Working Day,Cloudy,326,4709,5035
2012-11-08,Winter,2012,Nov,Thu,Working Day,Clear,340,4975,5315
2012-11-09,Winter,2012,Nov,Fri,Working Day,Clear,709,5283,5992
2012-11-10,Winter,2012,Nov,Sat,Weekend/Holiday,Clear,2090,4446,6536
2012-11-11,Winter,2012,Nov,Sun,Weekend/Holiday,Clear,2290,4562,6852
2012-11-12,Winter,2012,Nov,Mon,Weekend/Holiday,Clear,1097,5172,6269
2012-11-13,Winter,2012,Nov,Tue,Working Day,Cloudy,327,3767,4094
2012-11-14,Winter,2012,Nov,Wed,Working Day,Clear,373,5122,5495
2012-11-15,Winter,2012,Nov,Thu,Working Day,Cloudy,320,5125,5445
2012-11-16,Winter,2012,Nov,Fri,Working Day,Clear,484,5214,5698
2012-11-17,Winter,2012,Nov,Sat,Weekend/Holiday,Clear,1313,4316,5629
2012-11-18,Winter,2012,Nov,Sun,Weekend/Holiday,Clear,922,3747,4669
2012-11-19,Winter,2012,Nov,Mon,Working Day,Cloudy,449,5050,5499
2012-11-20,Winter,2012,Nov,Tue,Working Day,Cloudy,534,5100,5634
2012-11-21,Winter,2012,Nov,Wed,Working Day,Clear,615,4531,5146
2012-11-22,Winter,2012,Nov,Thu,Weekend/Holiday,Clear,955,1470,2425
2012-11-23,Winter,2012,Nov,Fri,Working Day,Clear,1603,2307,3910
2012-11-24,Winter,2012,Nov,Sat,Weekend/Holiday,Clear,532,1745,2277
2012-11-25,Winter,2012,Nov,Sun,Weekend/Holiday,Clear,309,2115,2424
2012-11-26,Winter,2012,Nov,Mon,Working Day,Clear,337,4750,5087
2012-11-27,Winter,2012,Nov,Tue,Working Day,Cloudy,123,3836,3959
2012-11-28,Winter,2012,Nov,Wed,Working Day,Clear,198,5062,5260
2012-11-29,Winter,2012,Nov,Thu,Working Day,Clear,243,5080,5323
2012-11-30,Winter,2012,Nov,Fri,Working Day,Clear,362,5306,5668
2012-12-01,Winter,2012,Dec,Sat,Weekend/Holiday,Cloudy,951,4240,5191
2012-12-02,Winter,2012,Dec,Sun,Weekend/Holiday,Cloudy,892,3757,4649
2012-12-03,Winter,2012,Dec,Mon,Working Day,Clear,555,5679,6234
2012-12-04,Winter,2012,Dec,Tue,Working Day,Clear,551,6055,6606
2012-12-05,Winter,2012,Dec,Wed,Working Day,Clear,331,5398,5729
2012-12-06,Winter,2012,Dec,Thu,Working Day,Clear,340,5035,5375
2012-12-07,Winter,2012,Dec,Fri,Working Day,Cloudy,349,4659,5008
2012-12-08,Winter,2012,Dec,Sat,Weekend/Holiday,Cloudy,1153,4429,5582
2012-12-09,Winter,2012,Dec,Sun,Weekend/Holiday,Cloudy,441,2787,3228
2012-12-10,Winter,2012,Dec,Mon,Working Day,Cloudy,329,4841,5170
2012-12-11,Winter,2012,Dec,Tue,Working Day,Cloudy,282,5219,5501
2012-12-12,Winter,2012,Dec,Wed,Working Day,Cloudy,310,5009,5319
2012-12-13,Winter,2012,Dec,Thu,Working Day,Clear,425,5107,5532
2012-12-14,Winter,2012,Dec,Fri,Working Day,Clear,429,5182,5611
2012-12-15,Winter,2012,Dec,Sat,Weekend/Holiday,Clear,767,4280,5047
2012-12-16,Winter,2012,Dec,Sun,Weekend/Holiday,Cloudy,538,3248,3786
2012-12-17,Winter,2012,Dec,Mon,Working Day,Cloudy,212,4373,4585
2012-12-18,Winter,2012,Dec,Tue,Working Day,Clear,433,5124,5557
2012-12-19,Winter,2012,Dec,Wed,Working Day,Clear,333,4934,5267
2012-12-20,Winter,2012,Dec,Thu,Working Day,Cloudy,314,3814,4128
2012-12-21,Spring,2012,Dec,Fri,Working Day,Cloudy,221,3402,3623
2012-12-22,Spring,2012,Dec,Sat,Weekend/Holiday,Clear,205,1544,1749
2012-12-23,Spring,2012,Dec,Sun,Weekend/Holiday,Clear,408,1379,1787
2012-12-24,Spring,2012,Dec,Mon,Working Day,Cloudy,174,746,920
2012-12-25,Spring,2012,Dec,Tue,Weekend/Holiday,Cloudy,440,573,1013
2012-12-26,Spring,2012,Dec,Wed,Working Day,Light Snow/Rain,9,432,441
2012-12-27,Spring,2012,Dec,Thu,Working Day,Cloudy,247,1867,2114
2012-12-28,Spring,2012,Dec,Fri,Working Day,Cloudy,644,2451,3095
2012-12-29,Spring,2012,Dec,Sat,Weekend/Holiday,Cloudy,159,1182,1341
2012-12-30,Spring,2012,Dec,Sun,Weekend/Holiday,Clear,364,1432,1796
2012-12-31,Spring,2012,Dec,Mon,Working Day,Cloudy,439,2290,2729
