date,season,year,month,hour,day,workingday,weather,casual,registered,total
2011-10-22,Winter,2011,Oct,0,Sat,Weekend/Holiday,Clear,16,80,96
2011-10-22,Winter,2011,Oct,1,Sat,Weekend/Holiday,Clear,20,50,70
2011-10-22,Winter,2011,Oct,2,Sat,Weekend/Holiday,Clear,6,25,31
2011-10-22,Winter,2011,Oct,3,Sat,Weekend/Holiday,Clear,1,19,20
2011-10-22,Winter,2011,Oct,4,Sat,Weekend/Holiday,Clear,4,4,8
2011-10-22,Winter,2011,Oct,5,Sat,Weekend/Holiday,Clear,1,7,8
2011-10-22,Winter,2011,Oct,6,Sat,Weekend/Holiday,Clear,1,17,18
2011-10-22,Winter,2011,Oct,7,Sat,Weekend/Holiday,Clear,8,49,57
2011-10-22,Winter,2011,Oct,8,Sat,Weekend/Holiday,Clear,26,88,114
2011-10-22,Winter,2011,Oct,9,Sat,Weekend/Holiday,Clear,47,122,169
2011-10-22,Winter,2011,Oct,10,Sat,Weekend/Holiday,Cloudy,87,149,236
2011-10-22,Winter,2011,Oct,11,Sat,Weekend/Holiday,Cloudy,110,172,282
2011-10-22,Winter,2011,Oct,12,Sat,Weekend/Holiday,Clear,132,211,343
2011-10-22,Winter,2011,Oct,13,Sat,Weekend/Holiday,Clear,136,186,322
2011-10-22,Winter,2011,Oct,14,Sat,Weekend/Holiday,Cloudy,133,177,310
2011-10-22,Winter,2011,Oct,15,Sat,Weekend/Holiday,Clear,159,223,382
2011-10-22,Winter,2011,Oct,16,Sat,Weekend/Holiday,Clear,169,190,359
2011-10-22,Winter,2011,Oct,17,Sat,Weekend/Holiday,Clear,143,217,360
2011-10-22,Winter,2011,Oct,18,Sat,Weekend/Holiday,Clear,111,224,335
2011-10-22,Winter,2011,Oct,19,Sat,Weekend/Holiday,Clear,47,173,220
2011-10-22,Winter,2011,Oct,20,Sat,Weekend/Holiday,Clear,48,111,159
2011-10-22,Winter,2011,Oct,21,Sat,Weekend/Holiday,Clear,37,120,157
2011-10-22,Winter,2011,Oct,22,Sat,Weekend/Holiday,Clear,30,114,144
2011-10-22,Winter,2011,Oct,23,Sat,Weekend/Holiday,Clear,27,81,108
2011-10-23,Winter,2011,Oct,0,Sun,Weekend/Holiday,Clear,24,64,88
2011-10-23,Winter,2011,Oct,1,Sun,Weekend/Holiday,Clear,11,60,71
2011-10-23,Winter,2011,Oct,2,Sun,Weekend/Holiday,Clear,10,40,50
2011-10-23,Winter,2011,Oct,3,Sun,Weekend/Holiday,Clear,15,31,46
2011-10-23,Winter,2011,Oct,4,Sun,Weekend/Holiday,Clear,5,1,6
2011-10-23,Winter,2011,Oct,5,Sun,Weekend/Holiday,Clear,1,2,3
2011-10-23,Winter,2011,Oct,6,Sun,Weekend/Holiday,Clear,0,12,12
2011-10-23,Winter,2011,Oct,7,Sun,Weekend/Holiday,Clear,3,18,21
2011-10-23,Winter,2011,Oct,8,Sun,Weekend/Holiday,Clear,32,56,88
2011-10-23,Winter,2011,Oct,9,Sun,Weekend/Holiday,Clear,48,95,143
2011-10-23,Winter,2011,Oct,10,Sun,Weekend/Holiday,Clear,104,185,289
2011-10-23,Winter,2011,Oct,11,Sun,Weekend/Holiday,Clear,131,202,333
2011-10-23,Winter,2011,Oct,12,Sun,Weekend/Holiday,Clear,164,249,413
2011-10-23,Winter,2011,Oct,13,Sun,Weekend/Holiday,Clear,160,255,415
2011-10-23,Winter,2011,Oct,14,Sun,Weekend/Holiday,Clear,192,216,408
2011-10-23,Winter,2011,Oct,15,Sun,Weekend/Holiday,Clear,171,216,387
2011-10-23,Winter,2011,Oct,16,Sun,Weekend/Holiday,Clear,188,217,405
2011-10-23,Winter,2011,Oct,17,Sun,Weekend/Holiday,Clear,120,220,340
2011-10-23,Winter,2011,Oct,18,Sun,Weekend/Holiday,Clear,88,196,284
2011-10-23,Winter,2011,Oct,19,Sun,Weekend/Holiday,Clear,53,140,193
2011-10-23,Winter,2011,Oct,20,Sun,Weekend/Holiday,Clear,32,112,144
2011-10-23,Winter,2011,Oct,21,Sun,Weekend/Holiday,Clear,24,75,99
2011-10-23,Winter,2011,Oct,22,Sun,Weekend/Holiday,Clear,25,69,94
2011-10-23,Winter,2011,Oct,23,Sun,Weekend/Holiday,Clear,18,31,49
2011-10-24,Winter,2011,Oct,0,Mon,Working Day,Clear,6,26,32
2011-10-24,Winter,2011,Oct,1,Mon,Working Day,Clear,7,8,15
2011-10-24,Winter,2011,Oct,2,Mon,Working Day,Clear,1,6,7
2011-10-24,Winter,2011,Oct,3,Mon,Working Day,Clear,1,3,4
2011-10-24,Winter,2011,Oct,4,Mon,Working Day,Clear,1,5,6
2011-10-24,Winter,2011,Oct,5,Mon,Working Day,Clear,2,19,21
2011-10-24,Winter,2011,Oct,6,Mon,Working Day,Clear,3,83,86
2011-10-24,Winter,2011,Oct,7,Mon,Working Day,Cloudy,11,274,285
2011-10-24,Winter,2011,Oct,8,Mon,Working Day,Cloudy,20,378,398
2011-10-24,Winter,2011,Oct,9,Mon,Working Day,Cloudy,29,166,195
2011-10-24,Winter,2011,Oct,10,Mon,Working Day,Cloudy,47,82,129
2011-10-24,Winter,2011,Oct,11,Mon,Working Day,Cloudy,59,109,168
2011-10-24,Winter,2011,Oct,12,Mon,Working Day,Cloudy,64,156,220
2011-10-24,Winter,2011,Oct,13,Mon,Working Day,Cloudy,60,138,198
2011-10-24,Winter,2011,Oct,14,Mon,Working Day,Cloudy,63,143,206
2011-10-24,Winter,2011,Oct,15,Mon,Working Day,Clear,52,125,177
2011-10-24,Winter,2011,Oct,16,Mon,Working Day,Clear,68,242,310
2011-10-24,Winter,2011,Oct,17,Mon,Working Day,Clear,87,527,614
2011-10-24,Winter,2011,Oct,18,Mon,Working Day,Clear,58,428,486
2011-10-24,Winter,2011,Oct,19,Mon,Working Day,Light Snow/Rain,25,212,237
2011-10-24,Winter,2011,Oct,20,Mon,Working Day,Clear,11,118,129
2011-10-24,Winter,2011,Oct,21,Mon,Working Day,Clear,12,114,126
2011-10-24,Winter,2011,Oct,22,Mon,Working Day,Clear,3,76,79
2011-10-24,Winter,2011,Oct,23,Mon,Working Day,Clear,9,50,59
2011-10-25,Winter,2011,Oct,0,Tue,Working Day,Clear,4,26,30
2011-10-25,Winter,2011,Oct,1,Tue,Working Day,Clear,5,6,11
2011-10-25,Winter,2011,Oct,2,Tue,Working Day,Clear,2,3,5
2011-10-25,Winter,2011,Oct,3,Tue,Working Day,Clear,1,3,4
2011-10-25,Winter,2011,Oct,4,Tue,Working Day,Clear,0,5,5
2011-10-25,Winter,2011,Oct,5,Tue,Working Day,Clear,0,24,24
2011-10-25,Winter,2011,Oct,6,Tue,Working Day,Clear,3,95,98
2011-10-25,Winter,2011,Oct,7,Tue,Working Day,Clear,15,299,314
2011-10-25,Winter,2011,Oct,8,Tue,Working Day,Clear,25,383,408
2011-10-25,Winter,2011,Oct,9,Tue,Working Day,Clear,29,194,223
2011-10-25,Winter,2011,Oct,10,Tue,Working Day,Clear,26,102,128
2011-10-25,Winter,2011,Oct,11,Tue,Working Day,Clear,46,120,166
2011-10-25,Winter,2011,Oct,12,Tue,Working Day,Clear,35,165,200
2011-10-25,Winter,2011,Oct,13,Tue,Working Day,Clear,37,161,198
2011-10-25,Winter,2011,Oct,14,Tue,Working Day,Clear,66,134,200
2011-10-25,Winter,2011,Oct,15,Tue,Working Day,Clear,63,171,234
2011-10-25,Winter,2011,Oct,16,Tue,Working Day,Clear,52,233,285
2011-10-25,Winter,2011,Oct,17,Tue,Working Day,Clear,68,517,585
2011-10-25,Winter,2011,Oct,18,Tue,Working Day,Clear,65,453,518
2011-10-25,Winter,2011,Oct,19,Tue,Working Day,Clear,44,294,338
2011-10-25,Winter,2011,Oct,20,Tue,Working Day,Clear,40,208,248
2011-10-25,Winter,2011,Oct,21,Tue,Working Day,Clear,32,169,201
2011-10-25,Winter,2011,Oct,22,Tue,Working Day,Clear,22,148,170
2011-10-25,Winter,2011,Oct,23,Tue,Working Day,Clear,15,79,94
2011-10-26,Winter,2011,Oct,0,Wed,Working Day,Clear,4,28,32
2011-10-26,Winter,2011,Oct,1,Wed,Working Day,Clear,3,9,12
2011-10-26,Winter,2011,Oct,2,Wed,Working Day,Clear,2,1,3
2011-10-26,Winter,2011,Oct,3,Wed,Working Day,Clear,0,3,3
2011-10-26,Winter,2011,Oct,4,Wed,Working Day,Clear,0,5,5
2011-10-26,Winter,2011,Oct,5,Wed,Working Day,Clear,0,21,21
2011-10-26,Winter,2011,Oct,6,Wed,Working Day,Clear,0,92,92
2011-10-26,Winter,2011,Oct,7,Wed,Working Day,Clear,15,284,299
2011-10-26,Winter,2011,Oct,8,Wed,Working Day,Cloudy,26,438,464
2011-10-26,Winter,2011,Oct,9,Wed,Working Day,Cloudy,14,226,240
2011-10-26,Winter,2011,Oct,10,Wed,Working Day,Cloudy,26,105,131
2011-10-26,Winter,2011,Oct,11,Wed,Working Day,Clear,23,132,155
2011-10-26,Winter,2011,Oct,12,Wed,Working Day,Light Snow/Rain,39,155,194
2011-10-26,Winter,2011,Oct,13,Wed,Working Day,Light Snow/Rain,20,62,82
2011-10-26,Winter,2011,Oct,14,Wed,Working Day,Cloudy,14,52,66
2011-10-26,Winter,2011,Oct,15,Wed,Working Day,Cloudy,11,59,70
2011-10-26,Winter,2011,Oct,16,Wed,Working Day,Cloudy,17,196,213
2011-10-26,Winter,2011,Oct,17,Wed,Working Day,Cloudy,40,414,454
2011-10-26,Winter,2011,Oct,18,Wed,Working Day,Clear,55,398,453
2011-10-26,Winter,2011,Oct,19,Wed,Working Day,Clear,25,306,331
2011-10-26,Winter,2011,Oct,20,Wed,Working Day,Clear,27,180,207
2011-10-26,Winter,2011,Oct,21,Wed,Working Day,Cloudy,17,140,157
2011-10-26,Winter,2011,Oct,22,Wed,Working Day,Cloudy,23,112,135
2011-10-26,Winter,2011,Oct,23,Wed,Working Day,Cloudy,3,72,75
2011-10-27,Winter,2011,Oct,0,Thu,Working Day,Clear,3,23,26
2011-10-27,Winter,2011,Oct,1,Thu,Working Day,Clear,2,9,11
2011-10-27,Winter,2011,Oct,2,Thu,Working Day,Light Snow/Rain,3,5,8
2011-10-27,Winter,2011,Oct,3,Thu,Working Day,Light Snow/Rain,1,3,4
2011-10-27,Winter,2011,Oct,4,Thu,Working Day,Light Snow/Rain,1,3,4
2011-10-27,Winter,2011,Oct,5,Thu,Working Day,Light Snow/Rain,1,14,15
2011-10-27,Winter,2011,Oct,6,Thu,Working Day,Light Snow/Rain,4,42,46
2011-10-27,Winter,2011,Oct,7,Thu,Working Day,Cloudy,9,128,137
2011-10-27,Winter,2011,Oct,8,Thu,Working Day,Light Snow/Rain,12,304,316
2011-10-27,Winter,2011,Oct,9,Thu,Working Day,Cloudy,16,155,171
2011-10-27,Winter,2011,Oct,10,Thu,Working Day,Light Snow/Rain,10,52,62
2011-10-27,Winter,2011,Oct,11,Thu,Working Day,Light Snow/Rain,8,44,52
2011-10-27,Winter,2011,Oct,12,Thu,Working Day,Light Snow/Rain,8,45,53
2011-10-27,Winter,2011,Oct,13,Thu,Working Day,Cloudy,10,64,74
2011-10-27,Winter,2011,Oct,14,Thu,Working Day,Cloudy,16,76,92
2011-10-27,Winter,2011,Oct,15,Thu,Working Day,Cloudy,12,95,107
2011-10-27,Winter,2011,Oct,16,Thu,Working Day,Cloudy,14,193,207
2011-10-27,Winter,2011,Oct,17,Thu,Working Day,Cloudy,31,291,322
2011-10-27,Winter,2011,Oct,18,Thu,Working Day,Cloudy,14,226,240
2011-10-27,Winter,2011,Oct,19,Thu,Working Day,Cloudy,19,200,219
2011-10-27,Winter,2011,Oct,20,Thu,Working Day,Clear,11,171,182
2011-10-27,Winter,2011,Oct,21,Thu,Working Day,Clear,13,119,132
2011-10-27,Winter,2011,Oct,22,Thu,Working Day,Clear,14,97,111
2011-10-27,Winter,2011,Oct,23,Thu,Working Day,Clear,8,60,68
2011-10-28,Winter,2011,Oct,0,Fri,Working Day,Clear,4,40,44
2011-10-28,Winter,2011,Oct,1,Fri,Working Day,Clear,7,9,16
2011-10-28,Winter,2011,Oct,2,Fri,Working Day,Clear,1,3,4
2011-10-28,Winter,2011,Oct,3,Fri,Working Day,Clear,4,4,8
2011-10-28,Winter,2011,Oct,4,Fri,Working Day,Clear,5,5,10
2011-10-28,Winter,2011,Oct,5,Fri,Working Day,Cloudy,0,25,25
2011-10-28,Winter,2011,Oct,6,Fri,Working Day,Clear,1,74,75
2011-10-28,Winter,2011,Oct,7,Fri,Working Day,Clear,6,199,205
2011-10-28,Winter,2011,Oct,8,Fri,Working Day,Clear,13,361,374
2011-10-28,Winter,2011,Oct,9,Fri,Working Day,Clear,19,210,229
2011-10-28,Winter,2011,Oct,10,Fri,Working Day,Clear,28,102,130
2011-10-28,Winter,2011,Oct,11,Fri,Working Day,Clear,40,128,168
2011-10-28,Winter,2011,Oct,12,Fri,Working Day,Cloudy,46,167,213
2011-10-28,Winter,2011,Oct,13,Fri,Working Day,Cloudy,43,185,228
2011-10-28,Winter,2011,Oct,14,Fri,Working Day,Cloudy,33,152,185
2011-10-28,Winter,2011,Oct,15,Fri,Working Day,Cloudy,44,171,215
2011-10-28,Winter,2011,Oct,16,Fri,Working Day,Cloudy,46,262,308
2011-10-28,Winter,2011,Oct,17,Fri,Working Day,Cloudy,35,411,446
2011-10-28,Winter,2011,Oct,18,Fri,Working Day,Cloudy,36,332,368
2011-10-28,Winter,2011,Oct,19,Fri,Working Day,Cloudy,16,188,204
2011-10-28,Winter,2011,Oct,20,Fri,Working Day,Light Snow/Rain,12,131,143
2011-10-28,Winter,2011,Oct,21,Fri,Working Day,Light Snow/Rain,5,69,74
2011-10-28,Winter,2011,Oct,22,Fri,Working Day,Light Snow/Rain,4,32,36
2011-10-28,Winter,2011,Oct,23,Fri,Working Day,Light Snow/Rain,8,31,39
2011-10-29,Winter,2011,Oct,0,Sat,Weekend/Holiday,Light Snow/Rain,0,19,19
2011-10-29,Winter,2011,Oct,1,Sat,Weekend/Holiday,Light Snow/Rain,0,18,18
2011-10-29,Winter,2011,Oct,2,Sat,Weekend/Holiday,Light Snow/Rain,1,16,17
2011-10-29,Winter,2011,Oct,3,Sat,Weekend/Holiday,Light Snow/Rain,0,8,8
2011-10-29,Winter,2011,Oct,4,Sat,Weekend/Holiday,Light Snow/Rain,0,1,1
2011-10-29,Winter,2011,Oct,5,Sat,Weekend/Holiday,Light Snow/Rain,0,1,1
2011-10-29,Winter,2011,Oct,6,Sat,Weekend/Holiday,Light Snow/Rain,4,1,5
2011-10-29,Winter,2011,Oct,7,Sat,Weekend/Holiday,Light Snow/Rain,1,6,7
2011-10-29,Winter,2011,Oct,8,Sat,Weekend/Holiday,Light Snow/Rain,4,16,20
2011-10-29,Winter,2011,Oct,9,Sat,Weekend/Holiday,Light Snow/Rain,1,19,20
2011-10-29,Winter,2011,Oct,10,Sat,Weekend/Holiday,Light Snow/Rain,0,12,12
2011-10-29,Winter,2011,Oct,11,Sat,Weekend/Holiday,Light Snow/Rain,1,26,27
2011-10-29,Winter,2011,Oct,12,Sat,Weekend/Holiday,Light Snow/Rain,6,44,50
2011-10-29,Winter,2011,Oct,13,Sat,Weekend/Holiday,Light Snow/Rain,0,30,30
2011-10-29,Winter,2011,Oct,14,Sat,Weekend/Holiday,Light Snow/Rain,0,29,29
2011-10-29,Winter,2011,Oct,15,Sat,Weekend/Holiday,Light Snow/Rain,3,38,41
2011-10-29,Winter,2011,Oct,16,Sat,Weekend/Holiday,Light Snow/Rain,3,19,22
2011-10-29,Winter,2011,Oct,17,Sat,Weekend/Holiday,Light Snow/Rain,3,28,31
2011-10-29,Winter,2011,Oct,18,Sat,Weekend/Holiday,Light Snow/Rain,6,37,43
2011-10-29,Winter,2011,Oct,19,Sat,Weekend/Holiday,Clear,3,36,39
2011-10-29,Winter,2011,Oct,20,Sat,Weekend/Holiday,Clear,7,40,47
2011-10-29,Winter,2011,Oct,21,Sat,Weekend/Holiday,Clear,1,49,50
2011-10-29,Winter,2011,Oct,22,Sat,Weekend/Holiday,Clear,10,44,54
2011-10-29,Winter,2011,Oct,23,Sat,Weekend/Holiday,Clear,3,33,36
2011-10-30,Winter,2011,Oct,0,Sun,Weekend/Holiday,Clear,7,47,54
2011-10-30,Winter,2011,Oct,1,Sun,Weekend/Holiday,Clear,9,34,43
2011-10-30,Winter,2011,Oct,2,Sun,Weekend/Holiday,Clear,7,43,50
2011-10-30,Winter,2011,Oct,3,Sun,Weekend/Holiday,Clear,7,26,33
2011-10-30,Winter,2011,Oct,4,Sun,Weekend/Holiday,Clear,1,10,11
2011-10-30,Winter,2011,Oct,5,Sun,Weekend/Holiday,Clear,0,4,4
2011-10-30,Winter,2011,Oct,6,Sun,Weekend/Holiday,Clear,2,8,10
2011-10-30,Winter,2011,Oct,7,Sun,Weekend/Holiday,Clear,7,15,22
2011-10-30,Winter,2011,Oct,8,Sun,Weekend/Holiday,Clear,20,60,80
2011-10-30,Winter,2011,Oct,9,Sun,Weekend/Holiday,Clear,55,92,147
2011-10-30,Winter,2011,Oct,10,Sun,Weekend/Holiday,Clear,53,125,178
2011-10-30,Winter,2011,Oct,11,Sun,Weekend/Holiday,Clear,58,182,240
2011-10-30,Winter,2011,Oct,12,Sun,Weekend/Holiday,Clear,85,229,314
2011-10-30,Winter,2011,Oct,13,Sun,Weekend/Holiday,Clear,113,232,345
2011-10-30,Winter,2011,Oct,14,Sun,Weekend/Holiday,Clear,91,209,300
2011-10-30,Winter,2011,Oct,15,Sun,Weekend/Holiday,Clear,88,202,290
2011-10-30,Winter,2011,Oct,16,Sun,Weekend/Holiday,Clear,107,213,320
2011-10-30,Winter,2011,Oct,17,Sun,Weekend/Holiday,Clear,54,191,245
2011-10-30,Winter,2011,Oct,18,Sun,Weekend/Holiday,Clear,51,162,213
2011-10-30,Winter,2011,Oct,19,Sun,Weekend/Holiday,Clear,28,125,153
2011-10-30,Winter,2011,Oct,20,Sun,Weekend/Holiday,Clear,18,74,92
2011-10-30,Winter,2011,Oct,21,Sun,Weekend/Holiday,Clear,4,75,79
2011-10-30,Winter,2011,Oct,22,Sun,Weekend/Holiday,Clear,13,58,71
2011-10-30,Winter,2011,Oct,23,Sun,Weekend/Holiday,Clear,7,30,37
2011-10-31,Winter,2011,Oct,0,Mon,Working Day,Clear,3,20,23
2011-10-31,Winter,2011,Oct,1,Mon,Working Day,Clear,5,8,13
2011-10-31,Winter,2011,Oct,2,Mon,Working Day,Clear,0,3,3
2011-10-31,Winter,2011,Oct,3,Mon,Working Day,Clear,0,3,3
2011-10-31,Winter,2011,Oct,4,Mon,Working Day,Clear,1,5,6
2011-10-31,Winter,2011,Oct,5,Mon,Working Day,Clear,0,18,18
2011-10-31,Winter,2011,Oct,6,Mon,Working Day,Clear,4,82,86
2011-10-31,Winter,2011,Oct,7,Mon,Working Day,Clear,11,216,227
2011-10-31,Winter,2011,Oct,8,Mon,Working Day,Cloudy,17,355,372
2011-10-31,Winter,2011,Oct,9,Mon,Working Day,Cloudy,14,197,211
2011-10-31,Winter,2011,Oct,10,Mon,Working Day,Cloudy,18,87,105
2011-10-31,Winter,2011,Oct,11,Mon,Working Day,Clear,31,97,128
2011-10-31,Winter,2011,Oct,12,Mon,Working Day,Clear,30,140,170
2011-10-31,Winter,2011,Oct,13,Mon,Working Day,Cloudy,24,128,152
2011-10-31,Winter,2011,Oct,14,Mon,Working Day,Cloudy,22,119,141
2011-10-31,Winter,2011,Oct,15,Mon,Working Day,Clear,27,141,168
2011-10-31,Winter,2011,Oct,16,Mon,Working Day,Clear,30,242,272
2011-10-31,Winter,2011,Oct,17,Mon,Working Day,Clear,44,442,486
2011-10-31,Winter,2011,Oct,18,Mon,Working Day,Clear,30,392,422
2011-10-31,Winter,2011,Oct,19,Mon,Working Day,Clear,12,226,238
2011-10-31,Winter,2011,Oct,20,Mon,Working Day,Clear,18,154,172
2011-10-31,Winter,2011,Oct,21,Mon,Working Day,Cloudy,7,109,116
2011-10-31,Winter,2011,Oct,22,Mon,Working Day,Cloudy,8,77,85
2011-10-31,Winter,2011,Oct,23,Mon,Working Day,Cloudy,6,46,52
2011-11-01,Winter,2011,Nov,0,Tue,Working Day,Cloudy,3,18,21
2011-11-01,Winter,2011,Nov,1,Tue,Working Day,Clear,3,8,11
2011-11-01,Winter,2011,Nov,2,Tue,Working Day,Cloudy,1,3,4
2011-11-01,Winter,2011,Nov,3,Tue,Working Day,Cloudy,1,5,6
2011-11-01,Winter,2011,Nov,4,Tue,Working Day,Clear,1,7,8
2011-11-01,Winter,2011,Nov,5,Tue,Working Day,Clear,0,18,18
2011-11-01,Winter,2011,Nov,6,Tue,Working Day,Clear,3,90,93
2011-11-01,Winter,2011,Nov,7,Tue,Working Day,Clear,8,246,254
2011-11-01,Winter,2011,Nov,8,Tue,Working Day,Clear,17,402,419
2011-11-01,Winter,2011,Nov,9,Tue,Working Day,Clear,16,206,222
2011-11-01,Winter,2011,Nov,10,Tue,Working Day,Clear,21,114,135
2011-11-01,Winter,2011,Nov,11,Tue,Working Day,Clear,16,101,117
2011-11-01,Winter,2011,Nov,12,Tue,Working Day,Clear,23,153,176
2011-11-01,Winter,2011,Nov,13,Tue,Working Day,Clear,20,147,167
2011-11-01,Winter,2011,Nov,14,Tue,Working Day,Clear,32,118,150
2011-11-01,Winter,2011,Nov,15,Tue,Working Day,Clear,38,148,186
2011-11-01,Winter,2011,Nov,16,Tue,Working Day,Clear,46,252,298
2011-11-01,Winter,2011,Nov,17,Tue,Working Day,Clear,36,470,506
2011-11-01,Winter,2011,Nov,18,Tue,Working Day,Clear,39,421,460
2011-11-01,Winter,2011,Nov,19,Tue,Working Day,Clear,39,274,313
2011-11-01,Winter,2011,Nov,20,Tue,Working Day,Clear,18,191,209
2011-11-01,Winter,2011,Nov,21,Tue,Working Day,Clear,13,114,127
2011-11-01,Winter,2011,Nov,22,Tue,Working Day,Clear,5,91,96
2011-11-01,Winter,2011,Nov,23,Tue,Working Day,Clear,11,61,72
2011-11-02,Winter,2011,Nov,0,Wed,Working Day,Clear,0,19,19
2011-11-02,Winter,2011,Nov,1,Wed,Working Day,Clear,2,8,10
2011-11-02,Winter,2011,Nov,2,Wed,Working Day,Clear,0,2,2
2011-11-02,Winter,2011,Nov,3,Wed,Working Day,Clear,0,2,2
2011-11-02,Winter,2011,Nov,4,Wed,Working Day,Clear,0,4,4
2011-11-02,Winter,2011,Nov,5,Wed,Working Day,Clear,0,27,27
2011-11-02,Winter,2011,Nov,6,Wed,Working Day,Clear,1,91,92
2011-11-02,Winter,2011,Nov,7,Wed,Working Day,Clear,11,240,251
2011-11-02,Winter,2011,Nov,8,Wed,Working Day,Clear,20,452,472
2011-11-02,Winter,2011,Nov,9,Wed,Working Day,Clear,15,213,228
2011-11-02,Winter,2011,Nov,10,Wed,Working Day,Clear,25,108,133
2011-11-02,Winter,2011,Nov,11,Wed,Working Day,Clear,27,117,144
2011-11-02,Winter,2011,Nov,12,Wed,Working Day,Clear,32,157,189
2011-11-02,Winter,2011,Nov,13,Wed,Working Day,Clear,22,139,161
2011-11-02,Winter,2011,Nov,14,Wed,Working Day,Clear,40,132,172
2011-11-02,Winter,2011,Nov,15,Wed,Working Day,Clear,26,161,187
2011-11-02,Winter,2011,Nov,16,Wed,Working Day,Clear,35,231,266
2011-11-02,Winter,2011,Nov,17,Wed,Working Day,Clear,30,523,553
2011-11-02,Winter,2011,Nov,18,Wed,Working Day,Clear,31,448,479
2011-11-02,Winter,2011,Nov,19,Wed,Working Day,Clear,25,257,282
2011-11-02,Winter,2011,Nov,20,Wed,Working Day,Clear,5,177,182
2011-11-02,Winter,2011,Nov,21,Wed,Working Day,Clear,13,155,168
2011-11-02,Winter,2011,Nov,22,Wed,Working Day,Clear,7,99,106
2011-11-02,Winter,2011,Nov,23,Wed,Working Day,Clear,3,54,57
2011-11-03,Winter,2011,Nov,0,Thu,Working Day,Clear,3,28,31
2011-11-03,Winter,2011,Nov,1,Thu,Working Day,Clear,3,12,15
2011-11-03,Winter,2011,Nov,2,Thu,Working Day,Clear,2,5,7
2011-11-03,Winter,2011,Nov,3,Thu,Working Day,Clear,1,4,5
2011-11-03,Winter,2011,Nov,4,Thu,Working Day,Clear,1,3,4
2011-11-03,Winter,2011,Nov,5,Thu,Working Day,Clear,1,27,28
2011-11-03,Winter,2011,Nov,6,Thu,Working Day,Clear,3,96,99
2011-11-03,Winter,2011,Nov,7,Thu,Working Day,Cloudy,12,280,292
2011-11-03,Winter,2011,Nov,8,Thu,Working Day,Cloudy,8,394,402
2011-11-03,Winter,2011,Nov,9,Thu,Working Day,Cloudy,9,155,164
2011-11-03,Winter,2011,Nov,10,Thu,Working Day,Cloudy,12,98,110
2011-11-03,Winter,2011,Nov,11,Thu,Working Day,Clear,12,108,120
2011-11-03,Winter,2011,Nov,12,Thu,Working Day,Clear,17,162,179
2011-11-03,Winter,2011,Nov,13,Thu,Working Day,Cloudy,19,150,169
2011-11-03,Winter,2011,Nov,14,Thu,Working Day,Clear,32,120,152
2011-11-03,Winter,2011,Nov,15,Thu,Working Day,Clear,24,138,162
2011-11-03,Winter,2011,Nov,16,Thu,Working Day,Clear,33,234,267
2011-11-03,Winter,2011,Nov,17,Thu,Working Day,Clear,33,465,498
2011-11-03,Winter,2011,Nov,18,Thu,Working Day,Clear,24,409,433
2011-11-03,Winter,2011,Nov,19,Thu,Working Day,Clear,18,234,252
2011-11-03,Winter,2011,Nov,20,Thu,Working Day,Clear,11,198,209
2011-11-03,Winter,2011,Nov,21,Thu,Working Day,Clear,4,140,144
2011-11-03,Winter,2011,Nov,22,Thu,Working Day,Clear,21,116,137
2011-11-03,Winter,2011,Nov,23,Thu,Working Day,Clear,15,80,95
2011-11-04,Winter,2011,Nov,0,Fri,Working Day,Cloudy,11,32,43
2011-11-04,Winter,2011,Nov,1,Fri,Working Day,Cloudy,1,16,17
2011-11-04,Winter,2011,Nov,2,Fri,Working Day,Cloudy,2,8,10
2011-11-04,Winter,2011,Nov,3,Fri,Working Day,Cloudy,1,7,8
2011-11-04,Winter,2011,Nov,4,Fri,Working Day,Cloudy,1,6,7
2011-11-04,Winter,2011,Nov,5,Fri,Working Day,Cloudy,0,23,23
2011-11-04,Winter,2011,Nov,6,Fri,Working Day,Cloudy,2,64,66
2011-11-04,Winter,2011,Nov,7,Fri,Working Day,Cloudy,10,235,245
2011-11-04,Winter,2011,Nov,8,Fri,Working Day,Cloudy,8,387,395
2011-11-04,Winter,2011,Nov,9,Fri,Working Day,Cloudy,15,239,254
2011-11-04,Winter,2011,Nov,10,Fri,Working Day,Cloudy,19,115,134
2011-11-04,Winter,2011,Nov,11,Fri,Working Day,Cloudy,34,128,162
2011-11-04,Winter,2011,Nov,12,Fri,Working Day,Cloudy,44,153,197
2011-11-04,Winter,2011,Nov,13,Fri,Working Day,Clear,33,161,194
2011-11-04,Winter,2011,Nov,14,Fri,Working Day,Clear,54,147,201
2011-11-04,Winter,2011,Nov,15,Fri,Working Day,Clear,45,192,237
2011-11-04,Winter,2011,Nov,16,Fri,Working Day,Clear,53,237,290
2011-11-04,Winter,2011,Nov,17,Fri,Working Day,Clear,42,438,480
2011-11-04,Winter,2011,Nov,18,Fri,Working Day,Clear,35,339,374
2011-11-04,Winter,2011,Nov,19,Fri,Working Day,Clear,14,182,196
2011-11-04,Winter,2011,Nov,20,Fri,Working Day,Clear,15,171,186
2011-11-04,Winter,2011,Nov,21,Fri,Working Day,Clear,8,115,123
2011-11-04,Winter,2011,Nov,22,Fri,Working Day,Clear,6,109,115
2011-11-04,Winter,2011,Nov,23,Fri,Working Day,Clear,17,72,89
